Moisture_Content,pH_Level,Carbon_Content,Nitrogen_Content,Phosphorus_Content,Potassium_Content,Microbial_Activity,Processing_Temperature,Processing_Time,Energy_Consumption,Fertilizer_Quality,Cost,Carbon_Footprint,Seasonal_Availability,Waste_Type_Food Waste,Waste_Type_Garden Waste
78.14,7.77,51.16,1.13,1.81,1.16,101.82,56.38,24.65,497.6,25.77,87.47,1.01,2.0,0.0,0.0
66.33,6.68,47.59,3.51,1.08,2.39,174.97,59.99,62.26,266.73,10.69,68.66,0.99,0.0,0.0,0.0
45.24,7.32,50.13,1.75,0.68,1.76,104.96,57.48,39.74,118.63,19.02,55.49,1.71,1.0,0.0,0.0
71.47,6.83,51.26,2.3,0.62,1.26,163.19,62.81,41.15,222.38,20.33,60.28,1.31,2.0,0.0,1.0
44.08,7.73,46.27,3.0,0.73,2.72,115.92,59.74,40.13,370.31,12.63,74.7,1.24,0.0,1.0,0.0
73.64,6.18,45.9,2.29,0.87,2.23,167.73,50.09,47.94,154.07,16.37,52.5,1.41,2.0,1.0,0.0
35.63,5.68,54.67,2.32,1.23,1.71,196.44,62.99,57.72,219.99,19.58,67.32,0.91,2.0,1.0,0.0
65.18,6.4,57.43,1.2,1.55,1.06,85.98,58.44,61.05,122.47,15.61,56.54,1.67,0.0,0.0,1.0
57.03,6.92,43.85,2.2,1.98,2.07,179.35,56.83,42.84,289.99,20.91,61.78,1.01,2.0,0.0,0.0
34.83,6.0,41.95,3.29,1.16,2.85,143.27,51.88,55.83,183.57,15.32,61.46,1.46,2.0,0.0,0.0
42.09,6.56,57.96,3.75,1.28,2.19,172.59,54.41,58.59,136.5,18.14,56.3,1.28,2.0,1.0,0.0
30.62,6.7,47.0,2.24,1.28,2.94,147.74,54.48,38.25,264.49,9.31,68.92,1.38,0.0,0.0,0.0
53.44,5.67,51.03,2.27,1.31,1.27,113.59,68.71,28.64,240.49,22.14,59.33,1.51,2.0,0.0,0.0
45.06,7.25,47.19,3.11,1.28,2.14,84.21,58.65,66.94,315.01,15.93,70.02,1.4,1.0,0.0,1.0
59.92,8.15,42.52,3.83,0.51,2.6,60.51,50.84,56.5,399.62,14.63,79.0,1.68,2.0,0.0,1.0
44.86,5.96,51.79,1.8,0.5,2.05,130.33,52.78,55.11,145.03,12.23,64.7,1.51,1.0,0.0,1.0
45.0,7.29,50.5,2.32,0.65,1.18,198.55,51.58,26.83,416.45,20.61,75.95,0.64,2.0,0.0,1.0
67.16,7.49,44.06,3.39,0.65,2.17,160.71,61.78,63.26,110.52,8.93,58.87,1.43,1.0,1.0,0.0
32.41,6.76,49.04,2.83,1.56,2.22,99.1,53.73,51.17,277.24,5.07,61.11,1.45,0.0,0.0,1.0
75.14,7.6,55.94,1.33,0.81,2.46,174.08,59.97,64.7,334.97,14.19,78.42,0.85,2.0,0.0,0.0
72.61,6.73,51.81,2.88,1.84,2.52,165.35,57.4,70.78,482.8,18.83,84.77,0.78,1.0,1.0,0.0
63.39,7.01,41.94,1.56,1.89,2.54,92.25,66.08,69.94,329.57,15.47,77.3,1.47,0.0,0.0,0.0
59.66,5.52,50.96,2.53,1.96,2.33,52.15,56.41,65.09,163.5,17.39,55.67,1.98,2.0,0.0,0.0
74.62,7.58,54.05,2.59,1.91,1.43,67.72,59.17,24.53,307.02,16.63,60.98,1.5,2.0,0.0,0.0
39.27,7.48,55.85,3.63,0.91,1.81,181.6,64.43,66.51,258.31,19.0,63.92,1.03,2.0,0.0,1.0
33.95,5.62,52.58,2.39,1.26,2.55,175.48,58.67,27.6,291.74,31.4,63.63,1.1,0.0,0.0,1.0
41.98,6.6,43.05,1.84,0.76,2.91,94.28,65.86,64.86,178.84,15.26,51.35,1.69,0.0,1.0,0.0
69.73,8.44,54.2,1.69,1.71,1.16,92.78,63.23,37.45,300.33,15.13,60.33,1.36,1.0,1.0,0.0
31.73,6.76,53.55,3.62,1.83,2.07,168.93,58.21,53.28,160.02,17.21,57.13,1.13,2.0,0.0,1.0
59.14,7.01,40.49,1.51,1.78,1.63,190.66,60.08,25.83,397.62,12.18,66.19,0.71,1.0,0.0,0.0
79.77,8.23,48.23,2.28,1.15,1.45,166.87,69.34,61.02,337.56,15.92,68.35,1.04,1.0,1.0,0.0
72.78,7.65,46.66,1.56,1.64,2.01,140.84,63.23,29.36,131.41,10.53,57.95,1.58,1.0,0.0,1.0
56.07,7.25,53.39,3.32,0.65,2.21,86.4,68.1,43.71,455.85,21.35,92.18,1.0,1.0,0.0,1.0
33.18,7.89,44.32,2.42,0.56,1.02,128.86,53.58,63.24,346.55,15.72,73.14,1.25,1.0,0.0,1.0
71.57,8.09,51.82,2.05,1.63,2.56,85.03,59.66,57.38,226.44,12.87,65.77,1.81,2.0,0.0,0.0
59.95,6.87,58.26,2.08,1.14,2.64,171.2,68.17,24.29,118.26,23.81,42.56,1.37,0.0,0.0,1.0
35.75,6.93,55.96,3.56,1.99,2.93,108.04,56.45,43.35,352.89,9.05,70.05,1.23,1.0,0.0,1.0
34.69,6.66,58.43,2.66,0.65,1.36,175.05,69.35,26.01,249.38,29.38,44.46,1.07,0.0,0.0,1.0
75.48,8.4,59.57,3.15,1.78,2.19,107.24,51.94,56.33,463.05,28.82,95.21,1.0,1.0,0.0,1.0
63.46,7.59,40.21,3.69,1.22,1.85,173.62,68.05,70.51,113.95,22.22,58.27,1.53,2.0,1.0,0.0
71.46,5.75,52.45,3.71,1.74,1.67,100.0,58.9,55.45,115.64,14.83,56.37,1.69,1.0,1.0,0.0
73.95,8.09,48.26,1.99,1.73,2.13,116.02,51.47,34.77,479.72,16.9,87.59,0.98,1.0,0.0,1.0
58.59,6.94,57.2,3.86,1.87,2.56,142.32,67.59,41.05,485.95,15.85,85.81,0.79,1.0,0.0,0.0
55.87,5.71,45.04,1.07,0.95,1.05,60.54,55.04,70.88,111.1,16.31,52.86,1.99,2.0,1.0,0.0
51.52,7.15,59.62,2.13,1.92,2.94,192.23,50.45,34.75,386.41,19.43,75.42,0.74,1.0,0.0,1.0
45.85,6.75,52.27,3.69,0.73,2.62,136.04,52.72,50.95,188.6,14.91,66.38,1.52,2.0,1.0,0.0
51.73,8.13,55.87,1.82,0.62,2.5,126.17,63.18,43.22,380.56,15.43,76.82,1.21,0.0,1.0,0.0
68.69,6.11,41.71,1.82,1.15,2.52,175.91,69.56,60.88,447.49,14.08,96.63,0.76,0.0,0.0,0.0
60.1,7.98,43.67,1.91,1.74,1.78,179.86,52.23,65.63,140.33,28.96,53.28,1.3,0.0,0.0,1.0
74.63,7.17,55.17,2.84,1.21,2.5,128.34,59.24,40.36,195.51,24.47,50.17,1.55,2.0,0.0,1.0
52.17,5.66,40.44,2.31,1.74,1.77,189.09,53.61,55.7,109.63,13.85,47.49,1.26,1.0,0.0,0.0
60.35,8.42,56.34,3.18,1.59,2.8,59.71,64.9,50.35,117.53,17.56,51.02,2.01,0.0,0.0,0.0
61.57,7.04,40.28,3.68,0.81,1.35,66.98,52.36,37.37,111.85,16.52,55.6,1.89,0.0,0.0,1.0
59.58,6.37,53.14,3.02,1.92,1.58,139.52,54.8,37.05,420.27,14.33,77.01,0.98,1.0,0.0,1.0
65.13,6.91,47.3,1.61,0.59,2.1,103.11,53.93,49.85,219.32,13.94,54.61,1.45,0.0,0.0,0.0
41.87,8.07,52.23,3.8,1.85,1.64,119.63,61.05,31.39,297.28,7.54,66.07,1.43,0.0,1.0,0.0
55.62,6.41,53.92,1.79,0.96,1.85,99.21,67.46,62.92,415.14,17.6,90.21,1.05,1.0,1.0,0.0
35.21,6.08,46.85,1.45,1.25,1.98,110.71,60.22,27.31,297.98,15.6,65.24,1.34,2.0,0.0,0.0
49.23,5.89,42.16,1.27,1.13,2.71,173.4,51.16,28.54,271.68,10.97,63.88,0.94,2.0,1.0,0.0
54.38,6.39,41.39,2.69,0.76,2.05,139.02,61.27,40.43,104.63,15.88,48.41,1.71,0.0,0.0,0.0
62.61,7.84,51.78,1.34,1.04,1.72,199.6,65.95,29.67,327.22,17.06,67.6,1.0,0.0,1.0,0.0
77.53,6.91,50.41,1.42,0.79,1.5,168.03,52.64,46.83,149.9,13.29,66.36,1.24,2.0,1.0,0.0
60.03,6.18,54.84,1.9,0.81,1.82,91.05,51.45,43.18,405.86,21.52,85.79,1.27,0.0,0.0,1.0
67.18,6.0,50.19,1.84,0.78,2.03,89.65,53.76,58.65,203.1,15.13,71.41,1.62,2.0,0.0,1.0
55.31,6.5,48.45,2.81,1.23,2.49,100.38,64.92,69.74,369.67,10.67,95.34,1.31,0.0,1.0,0.0
61.71,8.32,47.96,3.45,1.7,1.24,176.49,61.83,60.17,358.49,7.06,84.32,1.06,0.0,1.0,0.0
33.55,6.53,40.53,3.28,1.35,1.44,54.09,60.81,32.61,346.67,20.67,68.84,1.57,2.0,0.0,1.0
42.72,8.46,46.71,1.79,1.84,1.76,84.53,54.99,68.91,206.78,15.76,68.87,1.59,1.0,0.0,1.0
48.09,6.96,59.52,1.74,1.45,1.72,185.74,56.64,42.82,206.84,19.35,68.8,1.09,0.0,0.0,1.0
53.62,6.04,57.47,3.9,1.53,1.78,145.98,69.32,46.76,445.22,18.64,86.54,0.84,0.0,0.0,0.0
32.28,8.17,46.59,1.02,1.5,2.59,84.03,54.81,44.24,105.12,21.05,47.63,1.8,1.0,1.0,0.0
37.0,6.88,51.76,3.64,1.17,1.65,82.87,68.03,37.47,172.61,17.67,61.62,1.82,0.0,0.0,1.0
43.84,7.63,56.95,1.6,1.53,2.0,179.39,61.61,66.96,344.07,25.92,71.43,1.0,1.0,1.0,0.0
78.58,8.45,48.83,3.84,0.6,2.25,184.06,52.47,39.95,426.82,16.89,81.38,0.85,1.0,0.0,0.0
46.57,5.65,40.36,2.03,1.79,1.46,88.42,59.35,51.77,243.34,-0.14,68.48,1.53,2.0,0.0,0.0
54.1,5.79,41.49,2.32,1.67,2.44,113.08,68.97,35.52,361.38,20.12,72.7,1.33,1.0,0.0,1.0
39.8,7.66,50.21,3.12,0.87,2.09,175.19,58.37,62.27,322.86,17.99,77.87,1.15,2.0,0.0,0.0
60.54,6.35,59.39,2.76,1.65,1.89,165.65,67.27,61.16,125.82,16.67,58.08,1.29,2.0,1.0,0.0
44.03,6.05,53.86,1.95,0.52,2.62,172.09,55.13,38.22,348.7,15.95,75.31,0.89,2.0,0.0,1.0
40.35,5.62,41.42,2.66,0.83,1.49,127.76,61.42,56.71,425.56,12.0,82.96,1.0,0.0,1.0,0.0
55.83,5.57,43.79,3.19,0.6,2.77,186.73,66.88,57.79,496.98,8.35,89.24,0.65,0.0,1.0,0.0
30.28,7.82,55.43,1.13,1.67,2.12,98.89,68.41,51.0,111.86,22.0,50.81,1.92,1.0,0.0,0.0
30.38,5.9,56.83,1.03,1.63,2.22,73.5,59.72,52.83,364.02,15.77,70.11,1.23,2.0,0.0,0.0
40.95,6.9,52.35,2.37,1.72,2.75,156.31,62.79,51.57,265.82,12.79,73.78,1.12,0.0,0.0,0.0
31.84,7.32,52.89,1.4,0.51,2.64,130.9,50.06,27.93,103.92,38.27,48.68,1.75,0.0,0.0,0.0
35.4,6.79,40.57,2.99,1.25,2.2,178.19,55.06,56.17,345.74,7.82,76.65,0.83,1.0,0.0,0.0
46.94,5.58,56.57,1.64,1.56,2.51,62.17,55.57,46.55,148.97,17.66,50.82,1.97,0.0,0.0,1.0
70.13,7.85,55.77,2.3,0.73,1.87,176.55,51.87,45.05,251.43,6.32,64.8,1.17,0.0,1.0,0.0
58.6,5.53,45.18,1.59,1.47,2.09,93.99,55.59,65.28,204.55,20.88,64.05,1.7,0.0,1.0,0.0
55.63,7.79,54.17,2.65,0.63,1.12,148.23,56.42,25.11,244.47,15.87,57.29,1.35,0.0,1.0,0.0
44.67,8.18,44.3,1.35,0.77,1.18,56.02,69.38,36.06,297.08,18.07,72.17,1.58,0.0,1.0,0.0
76.59,6.8,40.81,1.07,1.21,2.66,141.44,63.37,29.83,243.68,8.51,54.68,1.28,0.0,0.0,0.0
49.85,7.11,44.02,1.15,1.48,1.12,157.59,58.52,25.7,321.09,5.96,62.7,1.04,1.0,1.0,0.0
34.35,6.93,43.57,3.86,0.72,1.34,105.31,69.76,37.23,195.46,10.7,62.55,1.61,2.0,0.0,1.0
60.85,6.67,46.75,1.43,0.78,2.59,82.31,53.06,71.45,354.14,21.7,87.22,1.17,0.0,0.0,1.0
35.69,8.16,48.37,3.13,0.81,1.0,130.64,59.52,36.97,441.51,18.56,82.94,1.01,2.0,1.0,0.0
47.26,8.18,50.17,1.2,0.86,1.56,174.98,62.94,55.86,189.63,7.76,55.2,1.42,1.0,1.0,0.0
55.37,6.51,49.54,1.32,0.84,2.17,98.53,51.11,29.68,303.15,3.64,72.86,1.42,1.0,0.0,1.0
73.71,7.35,45.41,2.53,1.09,2.19,87.87,64.34,52.89,359.48,13.24,77.58,1.33,2.0,0.0,1.0
54.68,8.28,40.58,2.39,1.48,2.55,91.84,52.0,71.26,325.85,18.96,77.45,1.4,2.0,0.0,0.0
65.11,8.39,52.1,3.85,1.16,2.01,192.37,52.81,38.01,246.26,13.43,69.95,1.1,1.0,0.0,1.0
79.64,7.03,47.91,3.83,1.66,2.02,103.89,53.19,64.71,356.88,21.4,82.8,1.38,0.0,0.0,0.0
36.57,6.86,45.97,3.34,1.58,2.45,50.54,68.58,71.88,111.3,15.97,53.67,2.02,2.0,0.0,0.0
43.74,6.34,57.34,2.81,0.69,2.0,167.25,63.66,52.25,247.96,27.19,57.39,1.15,2.0,0.0,0.0
49.73,8.38,54.93,2.36,0.57,2.22,154.89,63.11,38.85,313.04,14.2,67.5,0.96,0.0,0.0,0.0
51.09,5.93,57.16,2.07,1.82,2.8,69.29,61.11,56.33,108.25,18.18,54.46,1.94,2.0,0.0,0.0
50.55,7.24,49.9,3.84,0.62,1.8,197.74,55.86,64.55,303.06,13.15,76.4,0.79,0.0,1.0,0.0
75.38,6.35,42.62,2.81,0.72,1.77,141.21,62.42,32.22,361.7,18.9,66.49,1.02,1.0,0.0,1.0
65.7,6.34,53.92,2.74,0.53,1.01,125.12,58.2,45.72,403.68,20.14,76.27,1.15,2.0,0.0,0.0
60.4,6.71,44.12,1.7,1.44,2.23,107.33,52.91,39.32,145.35,5.84,37.63,1.77,0.0,0.0,1.0
45.47,8.5,48.82,1.14,1.37,1.06,184.8,63.79,37.6,496.23,18.92,88.87,0.63,0.0,0.0,1.0
71.19,5.66,41.3,3.84,1.98,2.01,86.59,52.59,65.32,342.47,6.64,68.74,1.5,1.0,0.0,0.0
77.75,7.24,56.51,1.94,1.83,2.61,92.87,53.81,44.24,245.28,13.68,61.08,1.38,2.0,1.0,0.0
71.06,5.75,42.52,2.33,1.12,2.1,68.36,66.35,40.28,199.64,17.64,53.53,1.92,0.0,0.0,0.0
30.08,5.96,58.06,1.34,1.06,1.54,163.87,63.2,52.97,329.16,12.01,76.87,0.94,2.0,1.0,0.0
61.82,6.82,57.28,3.51,0.95,2.57,139.33,62.62,34.53,452.68,16.85,84.09,0.93,0.0,0.0,1.0
32.56,7.03,49.29,1.08,0.73,1.54,141.36,58.36,35.03,308.23,19.3,64.16,1.11,2.0,1.0,0.0
42.88,6.28,54.89,3.5,0.71,2.47,82.77,57.93,48.97,364.59,19.97,77.02,1.39,2.0,1.0,0.0
32.98,6.45,52.39,1.42,0.7,2.22,147.68,63.81,43.65,243.08,18.4,66.41,1.28,0.0,1.0,0.0
60.19,5.76,56.06,3.66,0.67,1.34,164.82,64.8,38.16,255.26,22.11,64.68,1.28,0.0,0.0,1.0
64.33,6.41,48.64,3.19,0.86,2.81,103.68,60.2,26.59,214.47,22.57,39.89,1.8,2.0,0.0,1.0
35.72,8.4,55.72,1.49,0.96,1.4,170.2,69.39,49.0,382.25,11.37,89.57,0.97,2.0,1.0,0.0
49.19,8.33,49.25,2.7,1.94,2.98,102.32,69.11,63.2,243.68,18.0,69.7,1.49,1.0,1.0,0.0
52.81,6.5,58.82,1.94,1.37,1.01,163.72,58.25,64.87,176.29,23.46,66.22,1.48,0.0,0.0,0.0
48.45,7.21,49.73,1.53,1.98,1.53,55.06,66.41,35.3,247.76,19.79,58.22,1.56,2.0,1.0,0.0
36.05,8.23,49.25,3.58,1.06,1.4,132.67,60.87,52.78,441.53,15.36,80.04,0.9,2.0,0.0,0.0
50.95,5.52,55.7,2.21,1.19,1.03,195.43,60.24,65.08,395.3,16.67,79.9,0.71,0.0,1.0,0.0
67.56,7.93,56.43,2.2,0.99,2.46,197.19,51.1,43.62,233.86,22.27,72.11,1.02,2.0,0.0,0.0
33.55,8.35,51.09,1.51,0.77,2.39,92.26,61.48,68.74,462.72,17.33,88.43,1.04,2.0,0.0,1.0
34.01,5.77,43.6,2.15,0.71,2.58,116.21,68.01,67.34,129.93,19.68,56.14,1.73,1.0,1.0,0.0
47.74,5.98,49.36,3.61,1.92,1.51,59.45,65.6,33.99,119.9,16.9,58.07,1.96,1.0,1.0,0.0
77.09,8.38,59.36,2.09,1.98,1.89,181.0,65.73,36.43,150.99,17.23,50.58,1.28,0.0,1.0,0.0
63.43,7.11,55.06,3.85,0.57,2.32,135.29,53.2,32.66,146.58,9.19,51.27,1.67,0.0,1.0,0.0
63.93,5.54,56.22,3.84,0.73,1.88,107.77,57.17,33.41,135.13,17.16,43.57,1.65,0.0,0.0,0.0
48.1,6.27,40.66,1.43,1.14,2.39,66.92,54.66,67.58,364.54,7.02,89.69,1.54,1.0,1.0,0.0
59.68,6.85,49.36,1.53,0.78,2.27,192.02,56.32,68.69,340.34,6.63,73.98,0.83,1.0,0.0,1.0
30.51,7.58,52.93,3.59,1.05,1.23,129.53,61.59,26.49,359.04,12.91,70.34,1.11,1.0,0.0,1.0
61.8,7.7,56.6,2.18,0.69,2.56,92.44,57.3,52.49,375.35,21.61,61.32,1.21,2.0,1.0,0.0
75.66,8.49,40.99,1.01,1.18,2.44,102.53,61.21,51.08,402.75,11.99,79.64,1.04,1.0,0.0,1.0
60.63,6.36,57.05,1.82,0.91,2.31,90.6,58.77,42.75,182.87,19.03,56.45,1.62,1.0,1.0,0.0
73.68,7.11,50.97,2.79,1.03,1.31,140.27,55.73,54.32,348.92,19.83,73.67,0.92,0.0,1.0,0.0
66.2,7.1,43.95,3.4,0.64,1.54,189.49,51.91,69.47,332.02,14.31,68.4,0.91,1.0,0.0,1.0
36.03,6.72,46.35,1.4,1.14,1.79,178.5,67.84,32.17,477.46,11.4,86.91,0.62,1.0,1.0,0.0
75.12,6.01,45.64,1.33,1.97,1.56,119.06,50.23,29.78,192.95,12.48,45.75,1.63,2.0,0.0,1.0
33.32,8.43,50.62,3.77,0.99,1.46,173.97,50.03,25.6,123.49,20.49,39.19,1.31,1.0,0.0,0.0
56.7,8.06,41.03,3.25,1.81,2.61,113.47,66.54,41.46,361.4,13.8,73.13,1.18,0.0,1.0,0.0
37.11,6.99,43.17,2.77,1.76,2.28,87.85,69.94,40.21,396.07,1.66,83.71,1.39,2.0,0.0,0.0
30.59,7.31,56.25,3.31,1.93,2.13,197.51,64.54,44.68,213.28,16.74,60.02,1.17,1.0,0.0,1.0
51.1,6.18,42.65,2.29,1.69,1.45,95.58,50.31,48.16,328.34,16.63,73.96,1.38,1.0,0.0,0.0
44.75,7.13,44.67,3.28,1.49,2.84,98.56,54.53,60.38,123.81,15.91,51.1,1.66,1.0,0.0,0.0
54.3,7.58,49.07,2.12,1.78,1.38,198.45,69.44,42.82,484.02,10.81,83.6,0.6,2.0,0.0,1.0
58.86,7.05,50.34,1.73,0.61,2.59,70.09,66.17,39.87,143.97,12.35,56.78,1.83,2.0,0.0,0.0
32.19,8.47,55.27,3.19,1.19,2.93,164.08,61.34,63.69,127.03,8.4,61.6,1.37,1.0,0.0,0.0
36.15,7.33,48.95,2.26,1.98,2.45,190.37,54.74,64.79,117.64,18.86,60.28,1.45,0.0,0.0,1.0
57.93,6.61,55.8,3.94,1.65,2.99,126.77,50.29,35.17,270.91,21.68,67.21,1.47,1.0,0.0,0.0
47.16,7.82,52.37,2.05,1.94,2.3,50.38,50.42,39.1,138.86,16.31,53.35,1.88,2.0,0.0,1.0
66.46,6.01,42.26,3.77,1.67,1.43,106.26,62.24,63.61,397.86,12.47,75.33,1.34,2.0,0.0,0.0
62.61,6.65,43.13,3.8,1.81,1.41,66.74,50.44,27.81,459.55,9.09,78.68,1.24,2.0,0.0,1.0
72.28,6.54,48.74,1.73,1.56,1.65,112.43,69.87,39.64,204.09,17.33,54.77,1.61,0.0,0.0,1.0
64.62,6.8,47.94,3.39,1.64,1.01,168.5,53.67,45.52,351.51,7.58,74.61,1.14,1.0,0.0,0.0
51.5,7.85,54.87,2.3,1.28,2.36,115.81,64.21,32.98,116.94,21.59,52.18,1.67,1.0,0.0,0.0
63.65,6.95,51.61,3.75,1.89,1.54,114.79,53.1,32.64,254.63,19.98,60.3,1.44,2.0,0.0,0.0
43.77,7.88,47.76,2.35,1.74,2.63,133.52,60.8,44.39,217.18,21.57,48.13,1.47,1.0,1.0,0.0
45.32,7.23,43.42,3.23,1.77,1.72,137.25,51.61,60.22,191.45,14.76,67.5,1.59,0.0,1.0,0.0
69.45,6.53,44.54,2.4,1.51,1.96,178.44,65.34,64.33,357.89,12.05,74.17,0.89,0.0,1.0,0.0
52.32,7.93,51.51,1.68,0.96,2.93,96.25,61.7,71.0,152.09,18.71,55.2,1.8,1.0,0.0,1.0
69.92,6.21,48.47,1.6,0.55,1.48,173.25,51.72,27.55,444.28,19.26,83.16,0.67,1.0,0.0,0.0
71.12,6.17,50.3,2.28,1.9,2.44,134.89,66.97,34.4,365.93,10.68,70.89,0.95,1.0,0.0,1.0
72.88,7.01,43.41,3.27,1.38,2.51,95.08,60.94,60.32,384.29,14.19,80.61,1.19,1.0,1.0,0.0
75.83,6.28,53.26,2.82,0.95,1.44,94.27,68.43,49.95,474.14,18.46,89.07,1.01,1.0,0.0,0.0
51.55,5.53,57.05,3.07,0.72,2.0,104.17,68.33,39.73,476.95,20.79,86.39,1.12,1.0,0.0,1.0
45.94,7.44,45.16,1.85,1.74,1.7,143.4,68.41,33.87,320.66,12.92,67.59,1.13,2.0,0.0,0.0
59.11,7.03,49.83,2.44,1.75,2.54,84.62,51.56,37.46,298.15,19.49,67.93,1.42,2.0,0.0,1.0
48.56,6.84,59.51,1.13,1.72,2.24,188.05,52.42,44.61,234.15,14.11,73.96,1.0,2.0,0.0,0.0
60.05,8.4,46.66,3.45,1.47,1.95,136.24,69.75,32.5,386.23,25.61,81.6,1.0,0.0,1.0,0.0
65.28,7.21,51.9,3.97,1.05,2.56,188.0,59.75,70.28,315.28,14.13,80.39,1.02,0.0,1.0,0.0
64.42,8.09,41.8,2.22,0.96,1.47,56.96,54.76,29.16,473.15,15.58,85.55,1.18,0.0,0.0,0.0
48.73,5.92,52.12,1.03,0.51,2.51,101.39,65.39,71.31,195.45,13.66,72.26,1.59,0.0,0.0,1.0
38.34,7.21,41.79,1.51,1.75,2.73,53.42,55.29,64.41,224.1,14.19,70.13,1.75,2.0,1.0,0.0
51.53,8.1,59.18,2.96,0.63,2.76,90.84,64.54,44.31,226.44,13.68,68.47,1.63,1.0,1.0,0.0
37.13,7.25,54.31,2.84,1.45,2.57,179.3,66.75,59.51,422.4,23.14,91.29,0.94,1.0,1.0,0.0
74.5,7.65,55.76,3.36,1.26,1.82,55.49,65.69,56.23,139.62,14.03,59.06,1.88,1.0,0.0,0.0
47.29,6.62,54.08,1.76,1.29,2.96,115.42,55.48,34.24,282.26,17.83,68.19,1.39,0.0,0.0,0.0
37.72,5.78,51.79,3.29,1.89,1.76,67.64,58.03,40.28,271.03,16.72,63.99,1.62,2.0,0.0,1.0
31.27,6.87,49.0,3.06,0.55,2.28,112.53,58.27,48.63,129.26,12.46,62.78,1.63,1.0,0.0,1.0
62.29,6.68,57.17,1.97,1.66,1.32,175.83,59.83,54.62,264.32,5.53,67.5,1.1,0.0,0.0,1.0
61.85,8.1,59.14,2.64,0.58,2.96,143.46,53.35,50.06,305.35,24.33,65.38,1.35,0.0,0.0,0.0
47.03,6.23,49.98,1.44,0.56,2.41,160.51,59.05,46.7,126.04,16.63,54.18,1.44,0.0,0.0,0.0
33.59,8.4,58.63,2.36,1.14,2.51,102.37,60.22,45.27,303.94,10.13,68.86,1.37,1.0,0.0,1.0
50.48,8.37,51.67,3.64,0.59,1.13,191.66,60.63,47.92,483.7,7.23,83.26,0.54,2.0,0.0,1.0
45.56,6.24,50.77,2.26,1.68,2.53,156.39,66.4,44.85,491.57,14.98,83.72,0.78,1.0,0.0,0.0
63.86,6.54,49.09,3.52,1.29,2.55,113.27,60.35,49.98,312.67,15.89,71.78,1.21,2.0,0.0,1.0
60.29,8.19,44.19,2.77,0.54,2.34,113.97,54.62,66.62,306.04,13.39,74.76,1.33,2.0,1.0,0.0
48.23,8.4,40.07,1.58,0.56,1.58,187.8,63.26,54.38,214.2,20.08,55.49,1.18,1.0,0.0,0.0
40.89,6.83,44.83,2.74,1.42,1.98,136.46,65.95,58.69,498.85,6.44,89.9,0.74,1.0,0.0,1.0
79.4,6.46,50.19,2.52,1.71,1.22,155.96,56.39,52.68,209.69,17.35,66.52,1.46,0.0,0.0,0.0
52.7,7.08,47.6,2.2,1.16,1.94,112.56,62.91,54.86,281.16,18.64,56.33,1.53,0.0,1.0,0.0
64.41,7.56,48.97,1.36,1.33,1.49,83.55,52.94,51.76,101.17,18.68,49.26,2.1,1.0,0.0,0.0
37.03,6.32,59.61,2.25,1.7,1.7,158.53,56.84,25.29,239.69,23.59,59.18,1.29,1.0,0.0,0.0
54.28,7.71,47.01,1.22,1.42,1.33,141.17,68.18,71.98,128.58,15.54,60.56,1.58,2.0,0.0,0.0
31.38,5.65,49.04,1.3,0.84,1.46,125.2,68.23,25.61,397.53,16.72,73.83,1.07,2.0,0.0,0.0
55.27,5.65,42.67,2.25,1.42,1.15,143.6,61.51,42.97,324.41,12.24,69.1,1.14,0.0,1.0,0.0
78.2,6.66,40.96,1.92,1.44,2.84,81.24,64.05,29.05,328.87,5.97,71.75,1.53,2.0,0.0,0.0
49.21,6.56,55.51,3.78,1.6,2.06,169.09,67.08,28.65,214.6,19.95,56.94,1.23,1.0,0.0,0.0
31.95,6.45,51.41,2.13,1.43,1.79,192.22,69.17,62.09,425.96,14.59,93.85,0.67,2.0,0.0,1.0
31.55,6.97,55.21,3.27,1.95,2.07,183.67,59.8,44.44,101.31,14.46,52.13,1.43,2.0,0.0,0.0
49.4,6.46,43.0,2.59,0.8,2.26,98.22,61.23,62.45,233.44,15.96,69.91,1.48,2.0,0.0,1.0
38.0,6.08,51.44,3.11,1.93,2.84,110.9,58.31,37.09,363.8,19.38,74.18,1.38,1.0,1.0,0.0
31.17,6.43,45.07,1.78,1.31,1.36,171.26,51.44,36.31,463.17,10.99,92.98,0.72,0.0,1.0,0.0
67.81,8.42,44.56,3.83,1.51,1.59,139.27,58.46,36.06,193.85,16.18,53.8,1.49,2.0,1.0,0.0
52.93,6.73,40.23,2.59,0.65,2.95,132.19,65.81,53.57,316.44,12.95,66.61,1.13,1.0,1.0,0.0
44.46,6.83,42.61,3.49,1.07,1.74,189.0,66.1,63.12,315.2,15.18,73.67,0.92,2.0,0.0,1.0
75.0,7.23,46.19,2.1,1.65,1.05,130.4,67.85,45.71,449.67,21.2,82.8,0.91,2.0,0.0,0.0
35.81,8.45,42.34,1.3,1.56,1.3,127.24,51.03,42.2,120.21,15.81,49.77,1.59,1.0,1.0,0.0
77.8,6.22,59.72,3.02,0.56,1.05,56.3,60.54,70.73,269.79,20.8,81.01,1.57,2.0,0.0,0.0
45.7,7.54,46.17,1.02,1.32,2.98,60.41,52.15,29.6,172.99,10.42,49.26,1.96,1.0,0.0,1.0
